CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened
WBA000124,application,Web Based Application,IM0000123,Closed,5,5,5.0,incident,closed,10.0,22-05-2013 12:01,,12-11-2013 14:06,12-11-2013 14:06,"1,30,40,83,889",Other,1.0,,,APAC,Wireless Network,network operations monitoring update | ticket reassigned across multiple teams | requires infrastructure verification | impacting application services | Wireless Network vpn disruption affecting connectivity | requesting update regarding ongoing issue,0
WBA000124,application,Web Based Application,IM0000124,Closed,4,4,4.0,incident,closed,4.0,22-05-2013 14:15,,12-11-2013 14:05,12-11-2013 14:05,"1,30,18,27,778",Unknown,1.0,,,EMEA,Fiber Network,further network analysis required | impacting application services | urgent investigation required for telecom disruption | Fiber Network network slowdown affecting enterprise traffic | telecom workflow activity detected,0
SBA000176,application,Server Based Application,IM0000125,Closed,3,3,3.0,incident,closed,3.0,23-05-2013 10:48,,10-10-2013 14:48,10-10-2013 14:49,"5,12,97,22,222",Other,1.0,,,APAC,Wireless Network,Wireless Network network slowdown affecting enterprise traffic | monitoring ongoing service issue | impacting application services | urgent investigation required for telecom disruption | telecom workflow activity detected,0
WBA000124,application,Web Based Application,IM0000126,Closed,4,4,4.0,incident,closed,2.0,23-05-2013 14:38,,12-11-2013 13:37,12-11-2013 13:37,"1,29,04,83,611",Other,1.0,,,EMEA,5G Network,impacting application services | telecom ticket under investigation | 5G Network traffic congestion affecting node performance | critical operational issue detected | further network analysis required,0
SBA000782,application,Server Based Application,IM0000127,Closed,3,3,3.0,incident,closed,1.0,24-05-2013 08:05,,17-10-2013 14:23,17-10-2013 14:23,"1,09,83,04,722",Other,3.0,,,NAM,Wireless Network,urgent investigation required for telecom disruption | network operations monitoring update | Wireless Network traffic congestion affecting node performance | engineering review in progress | impacting application services,0
WBA000094,application,Web Based Application,IM0000128,Closed,4,4,4.0,incident,closed,0.0,24-05-2013 09:34,27-06-2013 14:56,05-12-2013 08:27,05-12-2013 08:28,"1,45,66,98,056",Other,3.0,,,APAC,Wireless Network,Wireless Network connectivity fluctuations under investigation | further network analysis required | ongoing operational activity observed | impacting application services | requesting update regarding ongoing issue,1
SBA000301,application,Server Based Application,IM0000129,Closed,4,4,4.0,request for information,closed,10.0,27-05-2013 10:44,,16-01-2014 15:12,16-01-2014 15:12,"7,62,89,72,222",Software,1.0,,,NAM,Mobile Core,ticket reassigned across multiple teams | telecom ticket under investigation | impacting application services | clarification needed for ongoing connectivity issue | Mobile Core vpn disruption affecting connectivity | awaiting operational confirmation,0
SUB000508,subapplication,Web Based Application,IM0000130,Closed,4,4,4.0,incident,closed,2.0,27-05-2013 15:38,,12-11-2013 13:41,12-11-2013 13:41,"1,26,85,475",Other,1.0,,,NAM,VPN Service,impacting subapplication services | ongoing operational activity observed | VPN Service service degradation impacting users | awaiting operational confirmation | network degradation impacting enterprise traffic,0
SBA000480,application,Server Based Application,IM0000131,Closed,5,5,5.0,incident,closed,5.0,27-05-2013 16:28,20-06-2013 14:23,05-11-2013 10:36,05-11-2013 10:36,"9,96,62,08,333",No error - works as designed,1.0,,,NAM,Core Network,monitoring ongoing service issue | impacting application services | active outage affecting telecom services | telecom workflow activity detected | Core Network routing instability detected in network,1
SAP000003,application,SAP,IM0000132,Closed,5,5,5.0,request for information,closed,12.0,29-05-2013 09:15,,10-10-2013 13:40,10-10-2013 13:40,"3,67,62,69,444",Software,1.0,,,LATAM,Wireless Network,telecom workflow activity detected | further network analysis required | Wireless Network traffic congestion affecting node performance | ticket reassigned across multiple teams | impacting application services | need clarification regarding service behavior,0
SBA000263,application,Server Based Application,IM0000133,Closed,5,5,5.0,request for information,closed,6.0,30-05-2013 14:28,25-10-2013 11:29,05-11-2013 15:15,05-11-2013 15:15,"8,32,46,94,444",Other,2.0,,,APAC,Mobile Core,Mobile Core traffic congestion affecting node performance | request raised for operational review | ongoing operational activity observed | impacting application services | engineering review in progress,1
WBA000082,application,Web Based Application,IM0000134,Closed,3,3,3.0,incident,closed,2.0,31-05-2013 09:20,,12-11-2013 13:42,12-11-2013 13:43,"1,07,19,44,444",Other,1.0,,,APAC,Mobile Core,telecom workflow activity detected | awaiting operational confirmation | impacting application services | Mobile Core network latency impacting operations | active outage affecting telecom services,0
SUB000508,subapplication,Web Based Application,IM0000135,Closed,4,4,4.0,incident,closed,4.0,03-06-2013 10:09,,12-11-2013 13:47,12-11-2013 13:47,"1,22,16,29,167",Other,1.0,,,NAM,Core Network,impacting subapplication services | monitoring ongoing service issue | Core Network telecom outage impacting regional services | telecom ticket under investigation | service instability reported,0
WBA000082,application,Web Based Application,IM0000136,Closed,4,4,4.0,incident,closed,2.0,04-06-2013 09:25,,12-11-2013 13:38,12-11-2013 13:38,"1,21,17,29,444",Other,1.0,,,EMEA,Wireless Network,telecom ticket under investigation | impacting application services | critical operational issue detected | Wireless Network routing instability detected in network | issue under telecom investigation,0
WBA000124,application,Web Based Application,IM0000137,Closed,4,4,4.0,incident,closed,2.0,04-06-2013 10:00,,12-11-2013 13:42,12-11-2013 13:42,"1,21,12,14,167",Other,1.0,,,NAM,VPN Service,critical operational issue detected | telecom ticket under investigation | further network analysis required | VPN Service traffic congestion affecting node performance | impacting application services,0
SBA000045,application,Server Based Application,IM0000139,Closed,4,4,4.0,incident,closed,3.0,04-06-2013 16:13,,29-01-2014 10:47,29-01-2014 10:47,"7,32,08,33,333",Unknown,2.0,1.0,,EMEA,Fiber Network,ticket escalated to telecom support | Fiber Network traffic congestion affecting node performance | impacting application services | network operations monitoring update | active outage affecting telecom services,0
SUB000545,subapplication,Web Based Application,IM0000140,Closed,5,5,5.0,incident,closed,1.0,05-06-2013 08:24,,20-11-2013 16:43,20-11-2013 16:43,"1,26,83,19,167",Software,1.0,,,NAM,Fiber Network,impacting subapplication services | active outage affecting telecom services | engineering review in progress | Fiber Network vpn disruption affecting connectivity | ongoing operational activity observed,0
SAP000004,application,SAP,IM0000142,Closed,5,5,5.0,request for information,closed,15.0,06-06-2013 08:54,13-09-2013 11:33,23-10-2013 17:21,23-10-2013 17:21,"6,30,11,72,222",Questions,2.0,,,NAM,Wireless Network,network issue impacting operations | requires infrastructure verification | Wireless Network intermittent wireless instability observed | ticket reassigned across multiple teams | impacting application services | network operations monitoring update,1
SBA000834,application,Server Based Application,IM0000143,Closed,4,4,4.0,incident,closed,6.0,06-06-2013 11:14,10-06-2013 12:22,04-12-2013 14:54,04-12-2013 14:54,"1,32,05,49,722",Operator error,4.0,,,APAC,Core Network,impacting application services | ticket escalated to telecom support | Core Network packet loss affecting telecom traffic | ongoing operational activity observed | critical operational issue detected,1
WBA000133,application,Web Based Application,IM0000145,Closed,4,5,4.0,incident,closed,15.0,10-06-2013 08:53,,15-11-2013 15:27,15-11-2013 15:27,"7,01,48,91,667",Unknown,1.0,,,NAM,5G Network,impacting application services | ticket reassigned across multiple teams | ticket escalated to telecom support | urgent investigation required for telecom disruption | 5G Network traffic congestion affecting node performance | telecom workflow activity detected,0
STA000033,application,Standard Application,IM0000146,Closed,3,3,3.0,incident,closed,3.0,10-06-2013 13:00,,29-01-2014 14:30,29-01-2014 14:31,"1,57,50,72,222",Other,1.0,,,APAC,Mobile Core,telecom ticket under investigation | service instability reported | Mobile Core connectivity fluctuations under investigation | impacting application services | monitoring ongoing service issue,0
WBA000082,application,Web Based Application,IM0000147,Closed,4,4,4.0,incident,closed,26.0,10-06-2013 16:33,,12-11-2013 14:18,12-11-2013 14:18,"1,16,32,59,722",No error - works as designed,1.0,,,APAC,VPN Service,impacting application services | ticket reassigned across multiple teams | VPN Service network latency impacting operations | critical operational issue detected | monitoring ongoing service issue | telecom ticket under investigation,0
WBA000124,application,Web Based Application,IM0000148,Closed,4,4,4.0,incident,closed,2.0,10-06-2013 16:44,,12-11-2013 13:42,12-11-2013 13:43,"1,16,24,83,333",Other,1.0,,,NAM,Mobile Core,impacting application services | Mobile Core telecom outage impacting regional services | telecom ticket under investigation | further network analysis required | urgent investigation required for telecom disruption,0
WBA000124,application,Web Based Application,IM0000149,Closed,4,4,4.0,incident,closed,5.0,11-06-2013 10:28,10-10-2013 15:06,16-10-2013 14:09,16-10-2013 14:09,"3,12,03,83,333",Software,2.0,,,APAC,Wireless Network,telecom ticket under investigation | impacting application services | monitoring ongoing service issue | active outage affecting telecom services | Wireless Network intermittent wireless instability observed,1
SBA000782,application,Server Based Application,IM0000151,Closed,NS,3,,incident,closed,1.0,11-06-2013 16:17,,17-10-2013 15:03,17-10-2013 15:03,"9,64,76,66,667",Other,1.0,,,NAM,Core Network,impacting application services | request raised for outage escalation support | requires infrastructure verification | telecom workflow activity detected | Core Network network latency impacting operations,0
WBA000124,application,Web Based Application,IM0000152,Closed,4,4,4.0,incident,closed,7.0,12-06-2013 16:48,,12-11-2013 14:05,12-11-2013 14:05,"1,14,09,22,778",Other,1.0,,,NAM,5G Network,5G Network telecom outage impacting regional services | impacting application services | requires infrastructure verification | telecom ticket under investigation | request raised for outage escalation support,0
WBA000124,application,Web Based Application,IM0000153,Closed,4,4,4.0,incident,closed,2.0,12-06-2013 14:57,,12-11-2013 13:44,12-11-2013 13:44,"1,14,32,80,556",Other,1.0,,,NAM,Fiber Network,active outage affecting telecom services | telecom ticket under investigation | awaiting operational confirmation | impacting application services | Fiber Network network slowdown affecting enterprise traffic,0
SUB000465,subapplication,Web Based Application,IM0000154,Closed,4,4,4.0,incident,closed,2.0,13-06-2013 10:23,,04-11-2013 14:00,04-11-2013 14:01,"1,07,46,20,833",Unknown,5.0,,,EMEA,Core Network,network degradation impacting enterprise traffic | impacting subapplication services | monitoring ongoing service issue | ongoing operational activity observed | Core Network packet loss affecting telecom traffic,0
SBA000782,application,Server Based Application,IM0000155,Closed,3,3,3.0,incident,closed,1.0,13-06-2013 10:42,,09-12-2013 15:05,09-12-2013 15:05,"1,33,78,91,667",Other,1.0,,,APAC,5G Network,network degradation impacting enterprise traffic | telecom workflow activity detected | 5G Network connectivity fluctuations under investigation | impacting application services | engineering review in progress,0
